stat,basis,bin,x,frac_diff,band,n_realizations,n_seeds
peaks,bnt,1,-0.9999999999999999,0.0,10.720031316585375,200,1
peaks,bnt,1,-0.5999999999999999,0.008264462809917356,0.8509161930424824,200,1
peaks,bnt,1,-0.19999999999999996,-0.0043724844493230886,0.10102621057943605,200,1
peaks,bnt,1,0.20000000000000018,-0.0004489121567051897,0.026783673296245307,200,1
peaks,bnt,1,0.6000000000000003,0.0019644344051954793,0.009679310398076589,200,1
peaks,bnt,1,1.0000000000000002,0.003247307994480646,0.005642904722444525,200,1
peaks,bnt,1,1.4000000000000001,0.003097533902645506,0.004679266888253429,200,1
peaks,bnt,1,1.8,0.0012581455572056102,0.005739052853062596,200,1
peaks,bnt,1,2.2,-0.0025774592653649655,0.007910068537710929,200,1
peaks,bnt,1,2.6000000000000005,-0.009103839792893685,0.012399097570737308,200,1
peaks,bnt,1,3.0000000000000004,-0.020799765754922702,0.02272605863422233,200,1
peaks,bnt,1,3.4000000000000004,-0.04105716985276798,0.04210234958680056,200,1
peaks,bnt,1,3.8000000000000003,-0.0840932406246438,0.07133482649566618,200,1
peaks,bnt,1,4.2,-0.1603889493453154,0.12018591465722603,200,1
peaks,bnt,1,4.6000000000000005,-0.2649780245200093,0.22344157045553298,200,1
peaks,bnt,1,5.0,-0.35623486682808714,0.3362512122254449,200,1
peaks,bnt,1,5.4,-0.4724458204334366,0.48299990530178327,200,1
peaks,bnt,1,5.800000000000001,-0.5334928229665072,0.5612001442993614,200,1
peaks,bnt,1,6.2,-0.489841986455982,0.7877006444248968,200,1
peaks,bnt,1,6.6000000000000005,-0.52,1.009138132977131,200,1
peaks,bnt,1,7.000000000000001,-0.5686274509803921,1.3852296850919337,200,1
peaks,bnt,1,7.400000000000001,-0.32432432432432434,2.1636731568775214,200,1
peaks,bnt,1,7.800000000000001,-0.4,2.478328737946874,200,1
peaks,bnt,1,8.2,-0.33333333333333337,3.4331576469150726,200,1
peaks,bnt,1,8.600000000000001,-0.6363636363636364,2.4706962629211935,200,1
peaks,bnt,1,9.0,-0.6956521739130435,2.7432386376439006,200,1
peaks,bnt,1,9.400000000000002,-0.5555555555555556,5.3404674507567735,200,1
peaks,bnt,1,9.8,-0.6666666666666666,4.636763889295996,200,1
peaks,std,1,-0.9999999999999999,0.0,10.720031316585375,200,1
peaks,std,1,-0.5999999999999999,0.008264462809917356,0.8509161930424824,200,1
peaks,std,1,-0.19999999999999996,-0.0043724844493230886,0.10102621057943605,200,1
peaks,std,1,0.20000000000000018,-0.0004489121567051897,0.026783673296245307,200,1
peaks,std,1,0.6000000000000003,0.0019644344051954793,0.009679310398076589,200,1
peaks,std,1,1.0000000000000002,0.003247307994480646,0.005642904722444525,200,1
peaks,std,1,1.4000000000000001,0.003097533902645506,0.004679266888253429,200,1
peaks,std,1,1.8,0.0012581455572056102,0.005739052853062596,200,1
peaks,std,1,2.2,-0.0025774592653649655,0.007910068537710929,200,1
peaks,std,1,2.6000000000000005,-0.009103839792893685,0.012399097570737308,200,1
peaks,std,1,3.0000000000000004,-0.020799765754922702,0.02272605863422233,200,1
peaks,std,1,3.4000000000000004,-0.04105716985276798,0.04210234958680056,200,1
peaks,std,1,3.8000000000000003,-0.0840932406246438,0.07133482649566618,200,1
peaks,std,1,4.2,-0.1603889493453154,0.12018591465722603,200,1
peaks,std,1,4.6000000000000005,-0.2649780245200093,0.22344157045553298,200,1
peaks,std,1,5.0,-0.35623486682808714,0.3362512122254449,200,1
peaks,std,1,5.4,-0.4724458204334366,0.48299990530178327,200,1
peaks,std,1,5.800000000000001,-0.5334928229665072,0.5612001442993614,200,1
peaks,std,1,6.2,-0.489841986455982,0.7877006444248968,200,1
peaks,std,1,6.6000000000000005,-0.52,1.009138132977131,200,1
peaks,std,1,7.000000000000001,-0.5686274509803921,1.3852296850919337,200,1
peaks,std,1,7.400000000000001,-0.32432432432432434,2.1636731568775214,200,1
peaks,std,1,7.800000000000001,-0.4,2.478328737946874,200,1
peaks,std,1,8.2,-0.33333333333333337,3.4331576469150726,200,1
peaks,std,1,8.600000000000001,-0.6363636363636364,2.4706962629211935,200,1
peaks,std,1,9.0,-0.6956521739130435,2.7432386376439006,200,1
peaks,std,1,9.400000000000002,-0.5555555555555556,5.3404674507567735,200,1
peaks,std,1,9.8,-0.6666666666666666,4.636763889295996,200,1
peaks,bnt,2,-1.4,0.0,17.079743641435094,200,1
peaks,bnt,2,-0.9999999999999999,0.04761904761904762,2.439963377347874,200,1
peaks,bnt,2,-0.5999999999999999,0.0013637913399249916,0.46225877465257104,200,1
peaks,bnt,2,-0.19999999999999996,0.0006349986685511788,0.10460534292420069,200,1
peaks,bnt,2,0.20000000000000018,0.0004050413518961587,0.037565743618135854,200,1
peaks,bnt,2,0.6000000000000003,0.0006965980267135309,0.01767439248925522,200,1
