stat,scale,bin,snr,frac_diff,band,n_realizations,n_seeds
l1,2,3,-4.75,-0.02009843301341829,0.04762442486886808,200,1
l1,2,3,-4.25,-0.015570037963992015,0.031916879995892135,200,1
l1,2,3,-3.75,-0.011766376875036937,0.01940109422874227,200,1
l1,2,3,-3.25,-0.008705663888904681,0.011636985947413653,200,1
l1,2,3,-2.75,-0.006138878824247734,0.00818174812123671,200,1
l1,2,3,-2.25,-0.0038271504414059045,0.004783610429235452,200,1
l1,2,3,-1.75,-0.0019527987078187554,0.003171334769704482,200,1
l1,2,3,-1.25,-0.0003754678663013176,0.002897665715294506,200,1
l1,2,3,-0.75,0.0008855378352299139,0.0028712039644670164,200,1
l1,2,3,-0.25,0.0016951759118257756,0.0030060604979718184,200,1
l1,2,3,0.25,0.0023990512780689894,0.0034295826855946215,200,1
l1,2,3,0.75,0.0024483988292087577,0.0031501209377475187,200,1
l1,2,3,1.25,0.0021284859168923206,0.0031924964254680267,200,1
l1,2,3,1.75,0.0010752374177984477,0.003714373039276066,200,1
l1,2,3,2.25,-0.0006400235567588886,0.005036108878840107,200,1
l1,2,3,2.75,-0.003208273140713563,0.006995146799609447,200,1
l1,2,3,3.25,-0.006727718997875831,0.009260283042115664,200,1
l1,2,3,3.75,-0.011643741813184007,0.012151332572755026,200,1
l1,2,3,4.25,-0.017792619755489927,0.019062379835168432,200,1
l1,2,3,4.75,-0.025292193657999337,0.025070337743935953,200,1
l1,2,3,5.25,-0.03439383564830698,0.032930079896447376,200,1
l1,2,3,5.75,-0.044497903265307066,0.0421391893519749,200,1
l1,2,3,6.25,-0.05262929182839952,0.06109378251549013,200,1
l1,2,3,6.75,-0.0650416352509321,0.07642791698214704,200,1
l1,2,3,7.25,-0.07795159424778271,0.10178863989179329,200,1
l1,2,3,7.75,-0.08390753733709638,0.12714867616222175,200,1
l1,2,3,8.25,-0.09610898542686594,0.15333796292169888,200,1
l1,2,3,8.75,-0.10179007527420125,0.1979296953718059,200,1
l1,2,3,9.25,-0.09840333004120601,0.23018212896323625,200,1
l1,2,3,9.75,-0.12988139619151812,0.24827692468973614,200,1
l1,2,4,-9.75,0.000518198039569618,14.11404606259527,200,1
l1,2,4,-9.25,-0.00123542934159721,11.122754849894838,200,1
l1,2,4,-8.75,-0.18267629074041253,5.839818339128837,200,1
l1,2,4,-8.25,-0.0900073122924997,2.254609148752156,200,1
l1,2,4,-7.75,-0.04140794672641402,1.098182823157988,200,1
l1,2,4,-7.25,-0.04643527068773881,0.497166203546468,200,1
l1,2,4,-6.75,-0.030973077914454483,0.2725891981774236,200,1
l1,2,4,-6.25,-0.024852123918437493,0.1402180646748698,200,1
l1,2,4,-5.75,-0.021711600545610537,0.0780508317371718,200,1
l1,2,4,-5.25,-0.01742545519996864,0.0447231966826339,200,1
l1,2,4,-4.75,-0.013873665938063781,0.028615928917631216,200,1
l1,2,4,-4.25,-0.010877695361971437,0.020423943439111403,200,1
l1,2,4,-3.75,-0.008276712650457742,0.01236841504035507,200,1
l1,2,4,-3.25,-0.006210880876369629,0.008816599016318469,200,1
l1,2,4,-2.75,-0.0041610613215709935,0.006139764784616925,200,1
l1,2,4,-2.25,-0.0024983977848587655,0.004505306672509494,200,1
l1,2,4,-1.75,-0.0010741052496342424,0.0034187483434488333,200,1
l1,2,4,-1.25,0.0001514595624211966,0.0028772291515960333,200,1
l1,2,4,-0.75,0.0010032894022140638,0.0029818446704912,200,1
l1,2,4,-0.25,0.001708432069171137,0.0032293522461926457,200,1
l1,2,4,0.25,0.0022086814461937903,0.0033356356219201863,200,1
l1,2,4,0.75,0.002199791913477279,0.0033067140663236706,200,1
l1,2,4,1.25,0.001962964105539401,0.0033978988387440047,200,1
l1,2,4,1.75,0.0012989903729912905,0.0034591699882315376,200,1
l1,2,4,2.25,0.0001632005662113141,0.004080511252522646,200,1
