basis,noise,bin,n_seeds,realisation,sigma,sigma_signal,sigma_noise,snr,colour_limit,min,max
bnt,noiseless,1,1,perm_0000,0.002699632029978719,0.002699632029978719,0.0,inf,0.005478907068954009,-0.0037879640391562134,0.1670597876267042
bnt,noiseless,2,1,perm_0000,0.0022121336574722223,0.0022121336574722223,0.0,inf,0.005478907068954009,-0.004158968248893507,0.07141427308924031
bnt,noiseless,3,1,perm_0000,0.0027394535344770045,0.0027394535344770045,0.0,inf,0.005478907068954009,-0.006506057320445178,0.055744135446672075
bnt,noiseless,4,1,perm_0000,0.00170776482959054,0.00170776482959054,0.0,inf,0.005478907068954009,-0.0044769574276338365,0.013432706336184019
