stat,basis,bin,x,frac_diff,band,n_realizations,n_seeds
l1,bnt,2,4.75,-0.006147967212753626,0.041476639836249704,200,1
l1,bnt,2,5.25,-0.007249896374830555,0.0786955252055941,200,1
l1,bnt,2,5.75,-0.010044787666839482,0.15537226152534883,200,1
l1,bnt,2,6.25,-0.014038720813175688,0.3471394261540306,200,1
l1,bnt,2,6.75,-0.03106720075099753,0.6875494766850145,200,1
l1,bnt,2,7.25,0.010412004481186076,1.7834157328272227,200,1
l1,bnt,2,7.75,-0.09412289054943541,3.923634986910324,200,1
l1,bnt,2,8.25,-0.3971070125198658,8.388043178387061,200,1
l1,std,2,-5.75,-0.0009502766716824433,7.478145579216633,200,1
l1,std,2,-5.25,-0.03034421103697217,1.6462190134246597,200,1
l1,std,2,-4.75,-0.02194418220198443,0.45266945148522547,200,1
l1,std,2,-4.25,-0.021885356277227163,0.16622087526287935,200,1
l1,std,2,-3.75,-0.016524743680480913,0.05921781702929629,200,1
l1,std,2,-3.25,-0.013780417974763986,0.024638178553550903,200,1
l1,std,2,-2.75,-0.010743127229665398,0.01288582103554245,200,1
l1,std,2,-2.25,-0.0079084146062261,0.007094018128276769,200,1
l1,std,2,-1.75,-0.0051703124703374875,0.004247142753101454,200,1
l1,std,2,-1.25,-0.0026139147848987226,0.0026722314358286372,200,1
l1,std,2,-0.75,-0.00046364770138031876,0.0021735282575664804,200,1
l1,std,2,-0.25,0.0012367131817459832,0.002396520485822235,200,1
l1,std,2,0.25,0.0028695135024138295,0.002246581609879623,200,1
l1,std,2,0.75,0.0029754595339939773,0.002445843743915957,200,1
l1,std,2,1.25,0.0018160437208255692,0.0029192836760321846,200,1
l1,std,2,1.75,-0.0020670860835865857,0.004103473008612338,200,1
l1,std,2,2.25,-0.010730781897394202,0.0064764896734873685,200,1
l1,std,2,2.75,-0.028527530763984864,0.012574003064133364,200,1
l1,std,2,3.25,-0.06326632107089751,0.02334572498992781,200,1
l1,std,2,3.75,-0.12791736044350258,0.04293845164380636,200,1
l1,std,2,4.25,-0.21477939986912978,0.0785504879908876,200,1
l1,std,2,4.75,-0.2931667504433175,0.12686594657774644,200,1
l1,std,2,5.25,-0.3385434755917975,0.1678571977486348,200,1
l1,std,2,5.75,-0.39716370224425246,0.2559287451790614,200,1
l1,std,2,6.25,-0.3800699677907663,0.3327989976180336,200,1
l1,std,2,6.75,-0.3889498875279265,0.44336902843330533,200,1
l1,std,2,7.25,-0.4183051971732616,0.642995000596698,200,1
l1,std,2,7.75,-0.45454957663635176,0.7340650324260244,200,1
l1,std,2,8.25,-0.4077621762843649,0.9838284040155376,200,1
l1,std,2,8.75,-0.3837682913851428,1.3923340455004276,200,1
l1,std,2,9.25,-0.46854626178230224,1.530502566736421,200,1
l1,std,2,9.75,-0.4502780444471268,1.7823855820801038,200,1
l1,bnt,3,-9.75,-6.719267284520764e-06,3.8694530420713193,200,1
l1,bnt,3,-9.25,-5.742455726757959e-05,1.8190071815735895,200,1
l1,bnt,3,-8.75,-0.001619383456315658,1.0064508318995242,200,1
l1,bnt,3,-8.25,-0.00133772225214976,0.4975815684557062,200,1
l1,bnt,3,-7.75,-0.0014206774589097407,0.2844097299442281,200,1
l1,bnt,3,-7.25,3.918433677398739e-05,0.15868595703687607,200,1
l1,bnt,3,-6.75,-0.0019091193900960192,0.09188525853797884,200,1
l1,bnt,3,-6.25,-0.0007126150633171726,0.05999248784625198,200,1
l1,bnt,3,-5.75,-0.0009910306880306166,0.034175042850921204,200,1
l1,bnt,3,-5.25,-0.0006153739119800024,0.023621152015184044,200,1
l1,bnt,3,-4.75,-0.0004890663801826701,0.01710888924140972,200,1
l1,bnt,3,-4.25,-0.0004700888062356613,0.011067778021222259,200,1
l1,bnt,3,-3.75,-0.0003422303990737292,0.008422098244794736,200,1
l1,bnt,3,-3.25,-0.000300507304447375,0.006225824431250754,200,1
l1,bnt,3,-2.75,-0.00011146959101301964,0.005047927303143711,200,1
l1,bnt,3,-2.25,-9.63428658115413e-05,0.004125707795257687,200,1
l1,bnt,3,-1.75,3.993562084172272e-06,0.0034791529408449667,200,1
l1,bnt,3,-1.25,1.3256186716777151e-05,0.0031454054696063148,200,1
l1,bnt,3,-0.75,0.00011150258107423607,0.003015929465674533,200,1
l1,bnt,3,-0.25,8.101430692540337e-05,0.0034615330977470246,200,1
l1,bnt,3,0.25,0.00011830759750218903,0.0034097338673701933,200,1
l1,bnt,3,0.75,8.213941619823832e-05,0.00256928757170273,200,1
l1,bnt,3,1.25,0.00010126172279717745,0.002903127053226493,200,1
l1,bnt,3,1.75,3.479445385443239e-05,0.0034264425602903844,200,1
l1,bnt,3,2.25,-5.500445207521521e-05,0.004017301112133471,200,1
l1,bnt,3,2.75,-9.956567104838744e-05,0.004927872332186256,200,1
l1,bnt,3,3.25,-0.0002576777995273872,0.006249263715730501,200,1
l1,bnt,3,3.75,-0.0004723268862436058,0.008747049584457869,200,1
l1,bnt,3,4.25,-0.0005188830676560004,0.010963895785058362,200,1
l1,bnt,3,4.75,-0.0007595512764620081,0.015092940889949854,200,1
l1,bnt,3,5.25,-0.001137341337281634,0.024266807500374684,200,1
l1,bnt,3,5.75,-0.0012595049336427396,0.033611881500132265,200,1
l1,bnt,3,6.25,-0.0015074773933464933,0.055513474504997995,200,1
l1,bnt,3,6.75,-0.002115031034077653,0.09476927713782635,200,1
l1,bnt,3,7.25,-0.003290571815885987,0.16481117674720144,200,1
l1,bnt,3,7.75,-0.00045002260481935596,0.2748705456743475,200,1
l1,bnt,3,8.25,-0.003933280396908095,0.4928653537174684,200,1
l1,bnt,3,8.75,-0.0028951062501748675,0.9745867656808554,200,1
l1,bnt,3,9.25,-0.005561041766882994,1.8928947936870382,200,1
l1,bnt,3,9.75,-0.05211696596218836,3.5899628591780073,200,1
l1,std,3,-6.25,-0.49874838147868594,12.137970473732409,200,1
l1,std,3,-5.75,-0.061756235481120456,4.3578099034895015,200,1
l1,std,3,-5.25,-0.031100506084932946,1.120572179348628,200,1
l1,std,3,-4.75,-0.03909882466583795,0.36054641783887,200,1
l1,std,3,-4.25,-0.03334521673660466,0.13047593744329472,200,1
l1,std,3,-3.75,-0.025910233413443493,0.05318064152605546,200,1
l1,std,3,-3.25,-0.021979053613141963,0.024903778140204617,200,1
l1,std,3,-2.75,-0.016703577750964198,0.011586550690589793,200,1
l1,std,3,-2.25,-0.012171376067186077,0.005917551309914767,200,1
l1,std,3,-1.75,-0.008015614790171896,0.003989387463382635,200,1
l1,std,3,-1.25,-0.004183367211349972,0.00266738469080056,200,1
l1,std,3,-0.75,-0.0006187370695625606,0.002361492206531009,200,1
l1,std,3,-0.25,0.002008319307910963,0.002284075970694482,200,1
l1,std,3,0.25,0.0047323011240323915,0.0024857656947096505,200,1
l1,std,3,0.75,0.005141389038816429,0.00211885850849088,200,1
l1,std,3,1.25,0.0035521144646720433,0.002759256186837442,200,1
