upper_cut,2000,5000,10000,14000,28000,35000
340,0.00160,0.00415,0.00924,0.05360,0.12801,0.12675
380,0.00255,0.00884,0.02610,0.03450,0.14149,0.13572
420,0.00255,0.00884,0.02610,0.03450,0.14149,0.13572
460,0.00255,0.00884,0.02610,0.03450,0.14149,0.13572
500,0.00255,0.00884,0.02610,0.03450,0.14149,0.13572
540,0.00353,0.02995,0.08835,0.02265,0.17232,0.09481
580,0.00353,0.02995,0.08835,0.02265,0.17232,0.09481
620,0.00353,0.02995,0.08835,0.02265,0.17232,0.09481
660,0.00353,0.02995,0.08835,0.02265,0.17232,0.09481
700,0.00453,0.02697,0.15322,0.14528,0.31658,0.42474
740,0.00453,0.02697,0.15322,0.14528,0.31658,0.42474
780,0.00453,0.02697,0.15322,0.14528,0.31658,0.42474
820,0.00453,0.02697,0.15322,0.14528,0.31658,0.42474
860,0.01647,0.03370,0.09350,0.32148,0.48318,0.21926
900,0.01647,0.03370,0.09350,0.32148,0.48318,0.21926
940,0.01647,0.03370,0.09350,0.32148,0.48318,0.21926
980,0.01647,0.03370,0.09350,0.32148,0.48318,0.21926
1020,0.03390,0.06260,0.18839,0.19019,0.03726,0.68583
