area,upper_cut,mean,std,n,n_total,n_excluded
2000,340,0.00289,0.00091,5,5,0
2000,380,0.00188,0.00032,5,5,0
2000,420,0.00320,0.00043,5,5,0
2000,460,0.00343,0.00080,5,5,0
2000,500,0.00526,0.00065,5,5,0
2000,540,0.00670,0.00137,5,5,0
2000,580,0.00812,0.00164,5,5,0
2000,620,0.00829,0.00258,5,5,0
2000,660,0.01214,0.00169,5,5,0
2000,700,0.01714,0.00330,5,5,0
2000,740,0.01839,0.00470,5,5,0
2000,780,0.01765,0.00406,5,5,0
2000,820,0.02361,0.00373,5,5,0
2000,860,0.02080,0.00312,5,5,0
2000,900,0.02892,0.00524,5,5,0
2000,940,0.02998,0.00470,5,5,0
2000,980,0.03387,0.00208,5,5,0
2000,1020,0.03496,0.00428,5,5,0
5000,340,0.01683,0.00520,5,5,0
5000,380,0.02187,0.01008,5,5,0
5000,420,0.02042,0.00539,5,5,0
5000,460,0.01990,0.00384,5,5,0
5000,500,0.03273,0.00600,5,5,0
5000,540,0.04641,0.01393,5,5,0
5000,580,0.05118,0.01673,5,5,0
5000,620,0.04952,0.01762,5,5,0
5000,660,0.08070,0.01509,5,5,0
5000,700,0.09089,0.03725,5,5,0
5000,740,0.08688,0.02964,5,5,0
5000,780,0.10308,0.01209,5,5,0
5000,820,0.17739,0.05218,5,5,0
5000,860,0.11935,0.01476,5,5,0
5000,900,0.16211,0.05199,5,5,0
5000,940,0.14253,0.02529,5,5,0
5000,980,0.16286,0.02853,5,5,0
5000,1020,0.13596,0.03427,5,5,0
10000,340,0.05546,0.01361,5,5,0
10000,380,0.06210,0.01164,5,5,0
10000,420,0.08786,0.02637,5,5,0
10000,460,0.08876,0.00963,5,5,0
10000,500,0.13873,0.05186,5,5,0
10000,540,0.19186,0.07082,5,5,0
10000,580,0.14996,0.04182,5,5,0
10000,620,0.20250,0.05828,5,5,0
10000,660,0.19958,0.06564,5,5,0
10000,700,0.26347,0.05080,5,5,0
10000,740,0.23022,0.04779,5,5,0
10000,780,0.40901,0.04543,5,5,0
10000,820,0.46697,0.15782,5,5,0
10000,860,0.38116,0.05349,5,5,0
10000,900,0.46869,0.13106,5,5,0
10000,940,0.51555,0.06914,5,5,0
10000,980,0.45798,0.09780,5,5,0
10000,1020,0.42878,0.04226,5,5,0
14000,340,0.08560,0.01688,5,5,0
14000,380,0.14015,0.02623,5,5,0
14000,420,0.17708,0.05636,5,5,0
14000,460,0.21331,0.03499,5,5,0
14000,500,0.23793,0.03200,5,5,0
14000,540,0.26913,0.08478,5,5,0
14000,580,0.21311,0.05045,5,5,0
14000,620,0.38810,0.14642,5,5,0
14000,660,0.30838,0.07176,5,5,0
14000,700,0.43033,0.12409,5,5,0
14000,740,0.39785,0.13932,5,5,0
14000,780,0.57969,0.09134,5,5,0
14000,820,0.54390,0.17129,5,5,0
14000,860,0.46538,0.05809,5,5,0
14000,900,0.62182,0.11183,5,5,0
14000,940,0.60944,0.17291,5,5,0
14000,980,0.63215,0.10875,5,5,0
14000,1020,0.55361,0.18529,5,5,0
28000,340,0.36492,0.11781,5,5,0
28000,380,0.52262,0.13933,5,5,0
28000,420,0.47056,0.05348,5,5,0
28000,460,0.44427,0.10068,5,5,0
28000,500,0.41178,0.06793,5,5,0
28000,540,0.62524,0.11085,5,5,0
28000,580,0.64543,0.09104,5,5,0
28000,620,0.77173,0.18229,5,5,0
28000,660,0.74746,0.24245,5,5,0
28000,700,0.62409,0.11028,5,5,0
28000,740,0.92463,0.31383,5,5,0
28000,780,1.11125,0.30449,5,5,0
28000,820,1.07219,0.22870,5,5,0
28000,860,0.81032,0.19304,5,5,0
28000,900,1.25214,0.37524,5,5,0
28000,940,1.14225,0.29150,5,5,0
28000,980,1.42865,0.25300,5,5,0
28000,1020,1.30885,0.32473,5,5,0
35000,340,0.37748,0.10487,5,5,0
35000,380,0.54819,0.11061,5,5,0
35000,420,0.60609,0.16788,5,5,0
35000,460,0.69139,0.12855,5,5,0
35000,500,0.60722,0.08735,5,5,0
35000,540,0.82281,0.15505,5,5,0
35000,580,0.77879,0.17148,5,5,0
35000,620,1.09558,0.21944,5,5,0
35000,660,0.76927,0.06474,5,5,0
35000,700,1.08416,0.14001,5,5,0
35000,740,1.01315,0.36684,5,5,0
35000,780,1.22652,0.20602,5,5,0
35000,820,1.28190,0.54320,5,5,0
35000,860,1.37562,0.50178,5,5,0
35000,900,1.86417,0.21910,5,5,0
35000,940,1.34978,0.35814,5,5,0
35000,980,1.54920,0.46759,5,5,0
35000,1020,1.89089,0.27095,5,5,0
