upper_cut,2000,5000,10000,14000,28000,35000
340,0.00289,0.01683,0.05546,0.08560,0.36492,0.37748
380,0.00188,0.02187,0.06210,0.14015,0.52262,0.54819
420,0.00320,0.02042,0.08786,0.17708,0.47056,0.60609
460,0.00343,0.01990,0.08876,0.21331,0.44427,0.69139
500,0.00526,0.03273,0.13873,0.23793,0.41178,0.60722
540,0.00670,0.04641,0.19186,0.26913,0.62524,0.82281
580,0.00812,0.05118,0.14996,0.21311,0.64543,0.77879
620,0.00829,0.04952,0.20250,0.38810,0.77173,1.09558
660,0.01214,0.08070,0.19958,0.30838,0.74746,0.76927
700,0.01714,0.09089,0.26347,0.43033,0.62409,1.08416
740,0.01839,0.08688,0.23022,0.39785,0.92463,1.01315
780,0.01765,0.10308,0.40901,0.57969,1.11125,1.22652
820,0.02361,0.17739,0.46697,0.54390,1.07219,1.28190
860,0.02080,0.11935,0.38116,0.46538,0.81032,1.37562
900,0.02892,0.16211,0.46869,0.62182,1.25214,1.86417
940,0.02998,0.14253,0.51555,0.60944,1.14225,1.34978
980,0.03387,0.16286,0.45798,0.63215,1.42865,1.54920
1020,0.03496,0.13596,0.42878,0.55361,1.30885,1.89089
