area,upper_cut,run,Q_DM,dofs,P,nsigma,ok
fullsky,100,1,0.010709,6,0.000000,0.000000,True
fullsky,100,2,0.006620,6,0.000000,0.000000,True
fullsky,100,3,0.006582,6,0.000000,0.000000,True
fullsky,100,4,0.006343,6,0.000000,0.000000,True
fullsky,100,5,0.006464,6,0.000000,0.000000,True
fullsky,140,1,0.072567,6,0.000008,0.000010,True
fullsky,140,2,0.081000,6,0.000011,0.000013,True
fullsky,140,3,0.063593,6,0.000005,0.000007,True
fullsky,140,4,0.073680,6,0.000008,0.000010,True
fullsky,140,5,0.060700,6,0.000005,0.000006,True
fullsky,180,1,0.082316,6,0.000011,0.000014,True
fullsky,180,2,0.086977,6,0.000013,0.000017,True
fullsky,180,3,0.096882,6,0.000018,0.000023,True
fullsky,180,4,0.112131,6,0.000028,0.000035,True
fullsky,180,5,0.076473,6,0.000009,0.000011,True
fullsky,220,1,0.355826,6,0.000822,0.001030,True
fullsky,220,2,0.332833,6,0.000678,0.000850,True
fullsky,220,3,0.429896,6,0.001410,0.001767,True
fullsky,220,4,0.396880,6,0.001123,0.001408,True
fullsky,220,5,0.357529,6,0.000833,0.001044,True
fullsky,260,1,1.048897,6,0.016309,0.020442,True
fullsky,260,2,0.703006,6,0.005574,0.006986,True
fullsky,260,3,0.796164,6,0.007824,0.009806,True
fullsky,260,4,0.737650,6,0.006358,0.007968,True
fullsky,260,5,0.805954,6,0.008087,0.010136,True
fullsky,300,1,1.059429,6,0.016741,0.020984,True
fullsky,300,2,0.742825,6,0.006480,0.008122,True
fullsky,300,3,0.995380,6,0.014213,0.017814,True
fullsky,300,4,0.831611,6,0.008801,0.011030,True
fullsky,300,5,0.739204,6,0.006394,0.008014,True
fullsky,340,1,1.414368,6,0.035021,0.043907,True
fullsky,340,2,1.164545,6,0.021400,0.026825,True
fullsky,340,3,1.272509,6,0.026848,0.033655,True
fullsky,340,4,1.654368,6,0.051411,0.064478,True
fullsky,340,5,1.804887,6,0.063260,0.079368,True
fullsky,380,1,2.809682,6,0.167673,0.211719,True
fullsky,380,2,2.249383,6,0.104606,0.131482,True
fullsky,380,3,2.652881,6,0.149019,0.187867,True
fullsky,380,4,2.485682,6,0.129933,0.163574,True
fullsky,380,5,1.483179,6,0.039396,0.049396,True
fullsky,420,1,3.533630,6,0.260510,0.332529,True
fullsky,420,2,3.026870,6,0.194533,0.246278,True
fullsky,420,3,4.806601,6,0.431153,0.569751,True
fullsky,420,4,4.152337,6,0.343930,0.445346,True
fullsky,420,5,3.982227,6,0.320918,0.413717,True
fullsky,460,1,6.312308,6,0.610870,0.861197,True
fullsky,460,2,7.429699,6,0.717071,1.073764,True
fullsky,460,3,3.598903,6,0.269232,0.344104,True
fullsky,460,4,8.176339,6,0.774533,1.212119,True
fullsky,460,5,6.991836,6,0.678397,0.991169,True
fullsky,500,1,7.570127,6,0.728682,1.100033,True
fullsky,500,2,7.595093,6,0.730707,1.104692,True
