upper_cut,2000,5000,10000,14000,28000,35000
340,0.00002,0.00070,0.00448,0.01868,0.10208,0.19857
380,0.00005,0.00175,0.01412,0.04879,0.26339,0.40935
420,0.00005,0.00175,0.01412,0.04879,0.26339,0.40935
460,0.00005,0.00175,0.01412,0.04879,0.26339,0.40935
500,0.00005,0.00175,0.01412,0.04879,0.26339,0.40935
540,0.00034,0.01286,0.10415,0.17228,0.70422,1.12802
580,0.00034,0.01286,0.10415,0.17228,0.70422,1.12802
620,0.00034,0.01286,0.10415,0.17228,0.70422,1.12802
660,0.00034,0.01286,0.10415,0.17228,0.70422,1.12802
700,0.00241,0.05955,0.39235,0.63924,2.04966,2.87404
740,0.00241,0.05955,0.39235,0.63924,2.04966,2.87404
780,0.00241,0.05955,0.39235,0.63924,2.04966,2.87404
820,0.00241,0.05955,0.39235,0.63924,2.04966,2.87404
860,0.01558,0.28907,1.00651,1.42389,2.86539,3.92745
900,0.01558,0.28907,1.00651,1.42389,2.86539,3.92745
940,0.01558,0.28907,1.00651,1.42389,2.86539,3.92745
980,0.01558,0.28907,1.00651,1.42389,2.86539,3.92745
1020,0.06324,0.68553,1.53005,2.10637,4.25115,5.49217
