area,upper_cut,run,Q_DM,dofs,P,nsigma,ok
2000,340,1,0.101194,6,0.000021,0.000026,True
2000,340,2,0.084843,6,0.000012,0.000015,True
2000,340,3,0.107800,6,0.000025,0.000031,True
2000,380,1,0.134244,6,0.000048,0.000060,True
2000,380,2,0.108904,6,0.000026,0.000032,True
2000,380,3,0.140657,6,0.000055,0.000069,True
2000,420,1,0.134244,6,0.000048,0.000060,True
2000,420,2,0.108904,6,0.000026,0.000032,True
2000,420,3,0.140657,6,0.000055,0.000069,True
2000,460,1,0.134244,6,0.000048,0.000060,True
2000,460,2,0.108904,6,0.000026,0.000032,True
2000,460,3,0.140657,6,0.000055,0.000069,True
2000,500,1,0.134244,6,0.000048,0.000060,True
2000,500,2,0.108904,6,0.000026,0.000032,True
2000,500,3,0.140657,6,0.000055,0.000069,True
2000,540,1,0.240184,6,0.000264,0.000331,True
2000,540,2,0.229733,6,0.000232,0.000291,True
2000,540,3,0.256376,6,0.000319,0.000400,True
2000,580,1,0.240184,6,0.000264,0.000331,True
2000,580,2,0.229733,6,0.000232,0.000291,True
2000,580,3,0.256376,6,0.000319,0.000400,True
2000,620,1,0.240184,6,0.000264,0.000331,True
2000,620,2,0.229733,6,0.000232,0.000291,True
2000,620,3,0.256376,6,0.000319,0.000400,True
2000,660,1,0.240184,6,0.000264,0.000331,True
2000,660,2,0.229733,6,0.000232,0.000291,True
2000,660,3,0.256376,6,0.000319,0.000400,True
2000,700,1,0.481666,6,0.001946,0.002438,True
2000,700,2,0.461913,6,0.001728,0.002166,True
2000,700,3,0.494336,6,0.002093,0.002624,True
2000,740,1,0.481666,6,0.001946,0.002438,True
2000,740,2,0.461913,6,0.001728,0.002166,True
2000,740,3,0.494336,6,0.002093,0.002624,True
2000,780,1,0.481666,6,0.001946,0.002438,True
2000,780,2,0.461913,6,0.001728,0.002166,True
2000,780,3,0.494336,6,0.002093,0.002624,True
2000,820,1,0.481666,6,0.001946,0.002438,True
2000,820,2,0.461913,6,0.001728,0.002166,True
2000,820,3,0.494336,6,0.002093,0.002624,True
2000,860,1,1.001009,6,0.014426,0.018081,True
2000,860,2,0.918716,6,0.011493,0.014405,True
2000,860,3,0.915369,6,0.011382,0.014266,True
2000,900,1,1.001009,6,0.014426,0.018081,True
2000,900,2,0.918716,6,0.011493,0.014405,True
2000,900,3,0.915369,6,0.011382,0.014266,True
2000,940,1,1.001009,6,0.014426,0.018081,True
2000,940,2,0.918716,6,0.011493,0.014405,True
2000,940,3,0.915369,6,0.011382,0.014266,True
2000,980,1,1.001009,6,0.014426,0.018081,True
2000,980,2,0.918716,6,0.011493,0.014405,True
2000,980,3,0.915369,6,0.011382,0.014266,True
2000,1020,1,1.765102,6,0.060015,0.075288,True
2000,1020,2,1.388403,6,0.033440,0.041923,True
2000,1020,3,1.737523,6,0.057812,0.072520,True
5000,340,1,0.302613,6,0.000516,0.000646,True
5000,340,2,0.299053,6,0.000498,0.000625,True
5000,340,3,0.328510,6,0.000653,0.000819,True
5000,380,1,0.404772,6,0.001188,0.001489,True
5000,380,2,0.455369,6,0.001660,0.002081,True
5000,380,3,0.422287,6,0.001340,0.001680,True
5000,420,1,0.404772,6,0.001188,0.001489,True
5000,420,2,0.455369,6,0.001660,0.002081,True
5000,420,3,0.422287,6,0.001340,0.001680,True
5000,460,1,0.404772,6,0.001188,0.001489,True
5000,460,2,0.455369,6,0.001660,0.002081,True
5000,460,3,0.422287,6,0.001340,0.001680,True
5000,500,1,0.404772,6,0.001188,0.001489,True
5000,500,2,0.455369,6,0.001660,0.002081,True
5000,500,3,0.422287,6,0.001340,0.001680,True
5000,540,1,0.977309,6,0.013542,0.016973,True
5000,540,2,0.802143,6,0.007984,0.010007,True
5000,540,3,0.847423,6,0.009259,0.011604,True
5000,580,1,0.977309,6,0.013542,0.016973,True
5000,580,2,0.802143,6,0.007984,0.010007,True
5000,580,3,0.847423,6,0.009259,0.011604,True
5000,620,1,0.977309,6,0.013542,0.016973,True
5000,620,2,0.802143,6,0.007984,0.010007,True
5000,620,3,0.847423,6,0.009259,0.011604,True
5000,660,1,0.977309,6,0.013542,0.016973,True
5000,660,2,0.802143,6,0.007984,0.010007,True
5000,660,3,0.847423,6,0.009259,0.011604,True
5000,700,1,1.458017,6,0.037766,0.047350,True
5000,700,2,1.486501,6,0.039614,0.049669,True
5000,700,3,1.826586,6,0.065063,0.081636,True
5000,740,1,1.458017,6,0.037766,0.047350,True
5000,740,2,1.486501,6,0.039614,0.049669,True
5000,740,3,1.826586,6,0.065063,0.081636,True
5000,780,1,1.458017,6,0.037766,0.047350,True
5000,780,2,1.486501,6,0.039614,0.049669,True
5000,780,3,1.826586,6,0.065063,0.081636,True
5000,820,1,1.458017,6,0.037766,0.047350,True
5000,820,2,1.486501,6,0.039614,0.049669,True
5000,820,3,1.826586,6,0.065063,0.081636,True
5000,860,1,3.500340,6,0.256076,0.326661,True
5000,860,2,3.138405,6,0.208714,0.264641,True
5000,860,3,3.205714,6,0.217380,0.275907,True
5000,900,1,3.500340,6,0.256076,0.326661,True
5000,900,2,3.138405,6,0.208714,0.264641,True
5000,900,3,3.205714,6,0.217380,0.275907,True
5000,940,1,3.500340,6,0.256076,0.326661,True
5000,940,2,3.138405,6,0.208714,0.264641,True
5000,940,3,3.205714,6,0.217380,0.275907,True
5000,980,1,3.500340,6,0.256076,0.326661,True
5000,980,2,3.138405,6,0.208714,0.264641,True
5000,980,3,3.205714,6,0.217380,0.275907,True
5000,1020,1,5.812574,6,0.555490,0.764600,True
5000,1020,2,4.599013,6,0.403830,0.529917,True
5000,1020,3,5.799562,6,0.553986,0.762077,True
10000,340,1,0.559978,6,0.002970,0.003722,True
10000,340,2,0.575749,6,0.003209,0.004022,True
10000,340,3,0.652165,6,0.004534,0.005683,True
10000,380,1,0.966239,6,0.013140,0.016470,True
10000,380,2,0.950038,6,0.012564,0.015748,True
10000,380,3,0.806274,6,0.008096,0.010147,True
10000,420,1,0.966239,6,0.013140,0.016470,True
10000,420,2,0.950038,6,0.012564,0.015748,True
10000,420,3,0.806274,6,0.008096,0.010147,True
10000,460,1,0.966239,6,0.013140,0.016470,True
10000,460,2,0.950038,6,0.012564,0.015748,True
10000,460,3,0.806274,6,0.008096,0.010147,True
10000,500,1,0.966239,6,0.013140,0.016470,True
10000,500,2,0.950038,6,0.012564,0.015748,True
10000,500,3,0.806274,6,0.008096,0.010147,True
10000,540,1,1.724599,6,0.056794,0.071240,True
10000,540,2,2.002617,6,0.080542,0.101117,True
10000,540,3,2.314737,6,0.111402,0.140078,True
10000,580,1,1.724599,6,0.056794,0.071240,True
10000,580,2,2.002617,6,0.080542,0.101117,True
10000,580,3,2.314737,6,0.111402,0.140078,True
10000,620,1,1.724599,6,0.056794,0.071240,True
10000,620,2,2.002617,6,0.080542,0.101117,True
10000,620,3,2.314737,6,0.111402,0.140078,True
10000,660,1,1.724599,6,0.056794,0.071240,True
10000,660,2,2.002617,6,0.080542,0.101117,True
10000,660,3,2.314737,6,0.111402,0.140078,True
10000,700,1,3.717879,6,0.285208,0.365428,True
10000,700,2,4.039878,6,0.328720,0.424392,True
10000,700,3,3.837993,6,0.301411,0.387225,True
10000,740,1,3.717879,6,0.285208,0.365428,True
10000,740,2,4.039878,6,0.328720,0.424392,True
10000,740,3,3.837993,6,0.301411,0.387225,True
10000,780,1,3.717879,6,0.285208,0.365428,True
10000,780,2,4.039878,6,0.328720,0.424392,True
10000,780,3,3.837993,6,0.301411,0.387225,True
10000,820,1,3.717879,6,0.285208,0.365428,True
10000,820,2,4.039878,6,0.328720,0.424392,True
10000,820,3,3.837993,6,0.301411,0.387225,True
10000,860,1,7.227089,6,0.699644,1.035670,True
10000,860,2,6.931650,6,0.672786,0.979740,True
10000,860,3,7.060074,6,0.684673,1.004106,True
10000,900,1,7.227089,6,0.699644,1.035670,True
10000,900,2,6.931650,6,0.672786,0.979740,True
10000,900,3,7.060074,6,0.684673,1.004106,True
10000,940,1,7.227089,6,0.699644,1.035670,True
10000,940,2,6.931650,6,0.672786,0.979740,True
10000,940,3,7.060074,6,0.684673,1.004106,True
10000,980,1,7.227089,6,0.699644,1.035670,True
10000,980,2,6.931650,6,0.672786,0.979740,True
10000,980,3,7.060074,6,0.684673,1.004106,True
10000,1020,1,10.027117,6,0.876485,1.540187,True
10000,1020,2,8.969434,6,0.824696,1.355355,True
10000,1020,3,10.943175,6,0.909851,1.694614,True
14000,340,1,1.211532,6,0.023689,0.029694,True
14000,340,2,0.880788,6,0.010269,0.012871,True
14000,340,3,0.895965,6,0.010750,0.013473,True
14000,380,1,1.401540,6,0.034235,0.042921,True
14000,380,2,1.533007,6,0.042728,0.053577,True
14000,380,3,1.488977,6,0.039777,0.049873,True
14000,420,1,1.401540,6,0.034235,0.042921,True
14000,420,2,1.533007,6,0.042728,0.053577,True
14000,420,3,1.488977,6,0.039777,0.049873,True
14000,460,1,1.401540,6,0.034235,0.042921,True
14000,460,2,1.533007,6,0.042728,0.053577,True
14000,460,3,1.488977,6,0.039777,0.049873,True
14000,500,1,1.401540,6,0.034235,0.042921,True
14000,500,2,1.533007,6,0.042728,0.053577,True
14000,500,3,1.488977,6,0.039777,0.049873,True
14000,540,1,2.485857,6,0.129953,0.163599,True
14000,540,2,2.591285,6,0.141885,0.178774,True
14000,540,3,2.561731,6,0.138504,0.174470,True
14000,580,1,2.485857,6,0.129953,0.163599,True
14000,580,2,2.591285,6,0.141885,0.178774,True
14000,580,3,2.561731,6,0.138504,0.174470,True
14000,620,1,2.485857,6,0.129953,0.163599,True
14000,620,2,2.591285,6,0.141885,0.178774,True
14000,620,3,2.561731,6,0.138504,0.174470,True
14000,660,1,2.485857,6,0.129953,0.163599,True
14000,660,2,2.591285,6,0.141885,0.178774,True
14000,660,3,2.561731,6,0.138504,0.174470,True
14000,700,1,5.964895,6,0.572866,0.794106,True
14000,700,2,4.559707,6,0.398612,0.522405,True
14000,700,3,4.969700,6,0.452295,0.601202,True
14000,740,1,5.964895,6,0.572866,0.794106,True
14000,740,2,4.559707,6,0.398612,0.522405,True
14000,740,3,4.969700,6,0.452295,0.601202,True
14000,780,1,5.964895,6,0.572866,0.794106,True
14000,780,2,4.559707,6,0.398612,0.522405,True
14000,780,3,4.969700,6,0.452295,0.601202,True
14000,820,1,5.964895,6,0.572866,0.794106,True
14000,820,2,4.559707,6,0.398612,0.522405,True
14000,820,3,4.969700,6,0.452295,0.601202,True
14000,860,1,10.047640,6,0.877340,1.543704,True
14000,860,2,7.722248,6,0.740833,1.128363,True
14000,860,3,10.376025,6,0.890316,1.599615,True
14000,900,1,10.047640,6,0.877340,1.543704,True
14000,900,2,7.722248,6,0.740833,1.128363,True
14000,900,3,10.376025,6,0.890316,1.599615,True
14000,940,1,10.047640,6,0.877340,1.543704,True
14000,940,2,7.722248,6,0.740833,1.128363,True
14000,940,3,10.376025,6,0.890316,1.599615,True
14000,980,1,10.047640,6,0.877340,1.543704,True
14000,980,2,7.722248,6,0.740833,1.128363,True
14000,980,3,10.376025,6,0.890316,1.599615,True
14000,1020,1,11.783979,6,0.933035,1.831908,True
14000,1020,2,15.525963,6,0.983462,2.396829,True
14000,1020,3,13.438030,6,0.963416,2.090377,True
28000,340,1,1.734351,6,0.057561,0.072205,True
28000,340,2,2.272358,6,0.106976,0.134479,True
28000,340,3,1.989081,6,0.079300,0.099552,True
28000,380,1,3.287322,6,0.227984,0.289739,True
28000,380,2,3.602007,6,0.269648,0.344657,True
28000,380,3,2.430157,6,0.123799,0.155787,True
28000,420,1,3.287322,6,0.227984,0.289739,True
28000,420,2,3.602007,6,0.269648,0.344657,True
28000,420,3,2.430157,6,0.123799,0.155787,True
28000,460,1,3.287322,6,0.227984,0.289739,True
28000,460,2,3.602007,6,0.269648,0.344657,True
28000,460,3,2.430157,6,0.123799,0.155787,True
28000,500,1,3.287322,6,0.227984,0.289739,True
28000,500,2,3.602007,6,0.269648,0.344657,True
28000,500,3,2.430157,6,0.123799,0.155787,True
28000,540,1,5.817973,6,0.556113,0.765646,True
28000,540,2,4.897572,6,0.442984,0.587280,True
28000,540,3,5.787481,6,0.552587,0.759735,True
28000,580,1,5.817973,6,0.556113,0.765646,True
28000,580,2,4.897572,6,0.442984,0.587280,True
28000,580,3,5.787481,6,0.552587,0.759735,True
28000,620,1,5.817973,6,0.556113,0.765646,True
28000,620,2,4.897572,6,0.442984,0.587280,True
28000,620,3,5.787481,6,0.552587,0.759735,True
28000,660,1,5.817973,6,0.556113,0.765646,True
28000,660,2,4.897572,6,0.442984,0.587280,True
28000,660,3,5.787481,6,0.552587,0.759735,True
28000,700,1,13.862977,6,0.968795,2.154451,True
28000,700,2,14.685482,6,0.977151,2.275947,True
28000,700,3,11.088053,6,0.914307,1.718569,True
28000,740,1,13.862977,6,0.968795,2.154451,True
28000,740,2,14.685482,6,0.977151,2.275947,True
28000,740,3,11.088053,6,0.914307,1.718569,True
28000,780,1,13.862977,6,0.968795,2.154451,True
28000,780,2,14.685482,6,0.977151,2.275947,True
28000,780,3,11.088053,6,0.914307,1.718569,True
28000,820,1,13.862977,6,0.968795,2.154451,True
28000,820,2,14.685482,6,0.977151,2.275947,True
28000,820,3,11.088053,6,0.914307,1.718569,True
28000,860,1,15.403780,6,0.982662,2.379454,True
28000,860,2,22.056394,6,0.998817,3.243018,True
28000,860,3,19.851995,6,0.997058,2.973687,True
28000,900,1,15.403780,6,0.982662,2.379454,True
28000,900,2,22.056394,6,0.998817,3.243018,True
28000,900,3,19.851995,6,0.997058,2.973687,True
28000,940,1,15.403780,6,0.982662,2.379454,True
28000,940,2,22.056394,6,0.998817,3.243018,True
28000,940,3,19.851995,6,0.997058,2.973687,True
28000,980,1,15.403780,6,0.982662,2.379454,True
28000,980,2,22.056394,6,0.998817,3.243018,True
28000,980,3,19.851995,6,0.997058,2.973687,True
28000,1020,1,34.679710,6,0.999995,4.566006,True
28000,1020,2,32.628497,6,0.999988,4.371131,True
28000,1020,3,27.154508,6,0.999865,3.816301,True
35000,340,1,2.518950,6,0.133659,0.168308,True
35000,340,2,3.143790,6,0.209405,0.265538,True
35000,340,3,2.473563,6,0.128585,0.161862,True
35000,380,1,4.289466,6,0.362433,0.471103,True
35000,380,2,3.379015,6,0.240010,0.305493,True
35000,380,3,4.184924,6,0.348333,0.451447,True
35000,420,1,4.289466,6,0.362433,0.471103,True
35000,420,2,3.379015,6,0.240010,0.305493,True
35000,420,3,4.184924,6,0.348333,0.451447,True
35000,460,1,4.289466,6,0.362433,0.471103,True
35000,460,2,3.379015,6,0.240010,0.305493,True
35000,460,3,4.184924,6,0.348333,0.451447,True
35000,500,1,4.289466,6,0.362433,0.471103,True
35000,500,2,3.379015,6,0.240010,0.305493,True
35000,500,3,4.184924,6,0.348333,0.451447,True
35000,540,1,7.431251,6,0.717202,1.074054,True
35000,540,2,8.074590,6,0.767311,1.193460,True
35000,540,3,7.658750,6,0.735815,1.116554,True
35000,580,1,7.431251,6,0.717202,1.074054,True
35000,580,2,8.074590,6,0.767311,1.193460,True
35000,580,3,7.658750,6,0.735815,1.116554,True
35000,620,1,7.431251,6,0.717202,1.074054,True
35000,620,2,8.074590,6,0.767311,1.193460,True
35000,620,3,7.658750,6,0.735815,1.116554,True
35000,660,1,7.431251,6,0.717202,1.074054,True
35000,660,2,8.074590,6,0.767311,1.193460,True
35000,660,3,7.658750,6,0.735815,1.116554,True
35000,700,1,17.693065,6,0.992953,2.694624,True
35000,700,2,18.316669,6,0.994512,2.776919,True
35000,700,3,21.286378,6,0.998371,3.150592,True
35000,740,1,17.693065,6,0.992953,2.694624,True
35000,740,2,18.316669,6,0.994512,2.776919,True
35000,740,3,21.286378,6,0.998371,3.150592,True
35000,780,1,17.693065,6,0.992953,2.694624,True
35000,780,2,18.316669,6,0.994512,2.776919,True
35000,780,3,21.286378,6,0.998371,3.150592,True
35000,820,1,17.693065,6,0.992953,2.694624,True
35000,820,2,18.316669,6,0.994512,2.776919,True
35000,820,3,21.286378,6,0.998371,3.150592,True
35000,860,1,33.107442,6,0.999990,4.417210,True
35000,860,2,27.376125,6,0.999877,3.839869,True
35000,860,3,24.496703,6,0.999577,3.525284,True
35000,900,1,33.107442,6,0.999990,4.417210,True
35000,900,2,27.376125,6,0.999877,3.839869,True
35000,900,3,24.496703,6,0.999577,3.525284,True
35000,940,1,33.107442,6,0.999990,4.417210,True
35000,940,2,27.376125,6,0.999877,3.839869,True
35000,940,3,24.496703,6,0.999577,3.525284,True
35000,980,1,33.107442,6,0.999990,4.417210,True
35000,980,2,27.376125,6,0.999877,3.839869,True
35000,980,3,24.496703,6,0.999577,3.525284,True
35000,1020,1,37.048452,6,0.999998,4.783463,True
35000,1020,2,49.757939,6,1.000000,5.838835,True
35000,1020,3,49.958064,6,1.000000,5.854206,True
