stat,scale,bin,snr,frac_diff,band,n_realizations,n_seeds
l1,2,4,-5.25,-0.01742545519996864,0.07677089234273567,200,1
l1,2,4,-4.75,-0.013873665938063781,0.049121497593571865,200,1
l1,2,4,-4.25,-0.010877695361971437,0.03505930879907311,200,1
l1,2,4,-3.75,-0.008276712650457742,0.021231359338007197,200,1
l1,2,4,-3.25,-0.006210880876369629,0.015134387166328823,200,1
l1,2,4,-2.75,-0.0041610613215709935,0.01053939021028373,200,1
l1,2,4,-2.25,-0.0024983977848587655,0.007733714027211732,200,1
l1,2,4,-1.75,-0.0010741052496342424,0.0058685510090947975,200,1
l1,2,4,-1.25,0.0001514595624211966,0.004938990631864443,200,1
l1,2,4,-0.75,0.0010032894022140638,0.005118571416204907,200,1
l1,2,4,-0.25,0.001708432069171137,0.005543437679299322,200,1
l1,2,4,0.25,0.0022086814461937903,0.005725881471358799,200,1
l1,2,4,0.75,0.002199791913477279,0.00567623534148037,200,1
l1,2,4,1.25,0.001962964105539401,0.00583276119083891,200,1
l1,2,4,1.75,0.0012989903729912905,0.00593793794853811,200,1
l1,2,4,2.25,0.0001632005662113141,0.007004519204960559,200,1
l1,2,4,2.75,-0.0014507372862210468,0.008884173849780547,200,1
l1,2,4,3.25,-0.0037956647892550496,0.012774702273851066,200,1
l1,2,4,3.75,-0.006521441347667402,0.01731742236152096,200,1
l1,2,4,4.25,-0.010472048747087227,0.02281473631118383,200,1
l1,2,4,4.75,-0.015184776230926806,0.030382878165339036,200,1
l1,2,4,5.25,-0.020790578188202773,0.042281013250120646,200,1
l1,2,4,5.75,-0.026997788601623135,0.058170756464941575,200,1
l1,2,4,6.25,-0.03630675204958276,0.07094452037380464,200,1
l1,2,4,6.75,-0.041254662616686796,0.08959189777312712,200,1
l1,2,4,7.25,-0.05277084111406228,0.12554671193707098,200,1
l1,2,4,7.75,-0.06399019361778935,0.15160004466135193,200,1
l1,2,4,8.25,-0.07414825981531589,0.18936963915087623,200,1
l1,2,4,8.75,-0.07622184207657434,0.242417895239,200,1
l1,2,4,9.25,-0.08946712097134235,0.31234616101904067,200,1
l1,2,4,9.75,-0.09714958908994299,0.3764951026714233,200,1
l1,3,1,-7.25,-0.25578226014360267,18.02147388382089,200,1
l1,3,1,-6.75,-0.14057325816725186,18.62084508045665,200,1
l1,3,1,-6.25,-0.06374253718256039,8.080248856487183,200,1
l1,3,1,-5.75,-0.007354026997865684,3.2370003571597774,200,1
l1,3,1,-5.25,-0.019488997455087503,1.2326836537566122,200,1
l1,3,1,-4.75,-0.013908688640694888,0.5202922111866134,200,1
l1,3,1,-4.25,-0.009620171155507805,0.25595573359688756,200,1
l1,3,1,-3.75,-0.007837387420320205,0.130474116228939,200,1
l1,3,1,-3.25,-0.005364030655803525,0.08105003269873748,200,1
l1,3,1,-2.75,-0.003862677497923273,0.04609881460724971,200,1
l1,3,1,-2.25,-0.0025220180664766636,0.02746790015987062,200,1
l1,3,1,-1.75,-0.0014785955083832986,0.017299216405064433,200,1
l1,3,1,-1.25,-0.0005940056641240588,0.008968824082123995,200,1
l1,3,1,-0.75,9.716437604827441e-05,0.008737277501802905,200,1
l1,3,1,-0.25,0.000556793479447128,0.01033182935088728,200,1
l1,3,1,0.25,0.0010306455096547294,0.009912945951986432,200,1
l1,3,1,0.75,0.001046440862740099,0.009831728150223517,200,1
l1,3,1,1.25,0.0007777019412802426,0.011395535425253943,200,1
l1,3,1,1.75,6.81446462041029e-05,0.013557799411268792,200,1
l1,3,1,2.25,-0.001317579698335805,0.022351655938880454,200,1
l1,3,1,2.75,-0.003893907499114301,0.040465858491224437,200,1
l1,3,1,3.25,-0.00788074286254484,0.06413384231203409,200,1
l1,3,1,3.75,-0.013497254971824555,0.09818783854547082,200,1
l1,3,1,4.25,-0.021989335975139367,0.1445813575400489,200,1
l1,3,1,4.75,-0.029675464799135135,0.20950352211676554,200,1
l1,3,1,5.25,-0.03895365929936992,0.28548574724551135,200,1
l1,3,1,5.75,-0.04650368693593269,0.3501744980246837,200,1
l1,3,1,6.25,-0.05615735109079613,0.42205228543125184,200,1
l1,3,1,6.75,-0.056171087118867986,0.5318162524072361,200,1
l1,3,1,7.25,-0.07930356304445356,0.600907913027429,200,1
l1,3,1,7.75,-0.07508134194882342,0.7174358959260664,200,1
l1,3,1,8.25,-0.08841668838376303,0.7752071895972241,200,1
l1,3,1,8.75,-0.07464761437689733,0.8397029033913976,200,1
l1,3,1,9.25,-0.0777457967453977,1.0211741442144306,200,1
l1,3,1,9.75,-0.09696040152891754,1.2314988448026933,200,1
l1,3,2,-7.75,-0.37729785975942925,10.85103756251943,200,1
l1,3,2,-7.25,-0.048018786245381175,6.919973814208495,200,1
l1,3,2,-6.75,-0.034825949540518236,2.766577200748247,200,1
l1,3,2,-6.25,-0.019315867929777058,1.2242172686889212,200,1
l1,3,2,-5.75,-0.01647898084775769,0.6117925472569625,200,1
l1,3,2,-5.25,-0.013102220096152093,0.2915100448291183,200,1
l1,3,2,-4.75,-0.009739207753629445,0.16720172661382376,200,1
l1,3,2,-4.25,-0.00728292803440511,0.10625008649468996,200,1
l1,3,2,-3.75,-0.005822709467611183,0.06087229269543239,200,1
l1,3,2,-3.25,-0.0041321726802050415,0.03800803366251697,200,1
l1,3,2,-2.75,-0.0028992800544230517,0.02526947175281674,200,1
l1,3,2,-2.25,-0.0018512722825726705,0.018780226140869587,200,1
l1,3,2,-1.75,-0.0009545842518221203,0.01095954595031734,200,1
l1,3,2,-1.25,-0.00017775281770195073,0.009107288939383446,200,1
l1,3,2,-0.75,0.0003814905370855578,0.008786145025527024,200,1
l1,3,2,-0.25,0.0008122855170586041,0.010205941083169025,200,1
l1,3,2,0.25,0.0011466981333070772,0.010353496763797905,200,1
l1,3,2,0.75,0.0011454641220436002,0.009923519960083626,200,1
l1,3,2,1.25,0.00100747636041297,0.010635317716539836,200,1
l1,3,2,1.75,0.0005242416382834695,0.01231098074400521,200,1
l1,3,2,2.25,-0.0003251415187514091,0.01678498605296521,200,1
l1,3,2,2.75,-0.0015737141598530242,0.021655839576298293,200,1
l1,3,2,3.25,-0.0032523520305241826,0.032860275030379055,200,1
l1,3,2,3.75,-0.0055963907948628116,0.046705779119136225,200,1
l1,3,2,4.25,-0.008730855758802537,0.061990540455225535,200,1
l1,3,2,4.75,-0.012722615388667532,0.08396438364809382,200,1
l1,3,2,5.25,-0.01688078304731837,0.11046764210822158,200,1
l1,3,2,5.75,-0.022272219245434592,0.14676808704351205,200,1
l1,3,2,6.25,-0.028201467978276648,0.19794375885621276,200,1
l1,3,2,6.75,-0.03424482006831848,0.2657831306731506,200,1
l1,3,2,7.25,-0.03957745923764084,0.3270260591171339,200,1
l1,3,2,7.75,-0.046739701734917045,0.3802109657764551,200,1
l1,3,2,8.25,-0.05081747889043577,0.4556924739079874,200,1
l1,3,2,8.75,-0.06400912868532536,0.5645209767277365,200,1
l1,3,2,9.25,-0.05140955812070687,0.6549618670091854,200,1
l1,3,2,9.75,-0.07395823195632846,0.7712452591403666,200,1
l1,3,3,-9.75,-0.017520611568278027,8.663584357868471,200,1
l1,3,3,-9.25,-0.017973941597235,3.982081430370934,200,1
l1,3,3,-8.75,-0.01437968950440517,2.0893121092222056,200,1
l1,3,3,-8.25,-0.01931593575574089,1.1271821506980875,200,1
l1,3,3,-7.75,-0.012459015302088625,0.6470466951453728,200,1
l1,3,3,-7.25,-0.009415738871957676,0.35456089779446937,200,1
l1,3,3,-6.75,-0.009542595355135929,0.2094462934053193,200,1
l1,3,3,-6.25,-0.007048732629909064,0.13754863873243825,200,1
l1,3,3,-5.75,-0.006004932982364811,0.09766163917070807,200,1
l1,3,3,-5.25,-0.004937549726217483,0.07167252873164406,200,1
l1,3,3,-4.75,-0.004041382922874018,0.050676850286553714,200,1
l1,3,3,-4.25,-0.0031194051294652306,0.03496485700539862,200,1
l1,3,3,-3.75,-0.0022521120806174594,0.028626534180158085,200,1
l1,3,3,-3.25,-0.0017130283679408851,0.019556252302544635,200,1
l1,3,3,-2.75,-0.001012411682124265,0.013871517539890669,200,1
l1,3,3,-2.25,-0.0005225135214850118,0.012042571284801212,200,1
l1,3,3,-1.75,-4.9040768729628786e-05,0.010273757191175096,200,1
l1,3,3,-1.25,0.00023448716454427926,0.009652848264806202,200,1
l1,3,3,-0.75,0.0005651439680497034,0.009600543444698208,200,1
l1,3,3,-0.25,0.0007516274930185765,0.010289949654079639,200,1
l1,3,3,0.25,0.0009135901318202175,0.010967305719317874,200,1
l1,3,3,0.75,0.0009294241296849362,0.010556236659338214,200,1
l1,3,3,1.25,0.0008318035762584531,0.010012082170058908,200,1
l1,3,3,1.75,0.0006684281824018348,0.010119878301116686,200,1
l1,3,3,2.25,0.00037933519850107795,0.011805384498618383,200,1
l1,3,3,2.75,-3.902122258004152e-05,0.013798277712379039,200,1
l1,3,3,3.25,-0.0005531315066211619,0.01621176983809318,200,1
l1,3,3,3.75,-0.0013100591531308515,0.019643926299892738,200,1
l1,3,3,4.25,-0.0022770430513336464,0.02549477572420073,200,1
l1,3,3,4.75,-0.003204272671272453,0.03385172745826605,200,1
l1,3,3,5.25,-0.004653040746873479,0.045157904505552376,200,1
l1,3,3,5.75,-0.00654564462819562,0.05696111196605129,200,1
l1,3,3,6.25,-0.007603817707696686,0.0690589295578292,200,1
l1,3,3,6.75,-0.0103855435993118,0.08920778475762982,200,1
l1,3,3,7.25,-0.011714764757514082,0.12192887244600328,200,1
l1,3,3,7.75,-0.017014194843565287,0.1518955605137874,200,1
l1,3,3,8.25,-0.017255887736835666,0.18973225158926466,200,1
l1,3,3,8.75,-0.024054977453912576,0.2362594705228692,200,1
l1,3,3,9.25,-0.027131381156600815,0.30604462265779914,200,1
l1,3,3,9.75,-0.031585445869079666,0.3728098604410582,200,1
l1,3,4,-9.75,-0.0133383600494831,1.0694471655707565,200,1
l1,3,4,-9.25,-0.010224649238635052,0.6839058436482929,200,1
l1,3,4,-8.75,-0.008943190079117078,0.41225284562165976,200,1
l1,3,4,-8.25,-0.007219050791251264,0.28923592178969665,200,1
l1,3,4,-7.75,-0.006370293948884486,0.211334579527838,200,1
l1,3,4,-7.25,-0.005860990210110105,0.13650776883709345,200,1
l1,3,4,-6.75,-0.004906028414311476,0.10374695837298951,200,1
l1,3,4,-6.25,-0.004142574956832669,0.07661912696440788,200,1
l1,3,4,-5.75,-0.003428426696728588,0.05491265205368949,200,1
l1,3,4,-5.25,-0.0028014483959188595,0.04225528452207181,200,1
l1,3,4,-4.75,-0.0022115460521097714,0.030813231564201616,200,1
l1,3,4,-4.25,-0.0017532843008447048,0.02448841329305432,200,1
l1,3,4,-3.75,-0.001262261312006071,0.019714642117764695,200,1
l1,3,4,-3.25,-0.0008039989857834878,0.01464039939664389,200,1
l1,3,4,-2.75,-0.0004449046496494344,0.012246043151720952,200,1
l1,3,4,-2.25,-0.00018094626157947764,0.010814318177028444,200,1
