stat,scale,bin,snr,frac_diff,band,n_realizations,n_seeds
peaks,1,1,-0.9999999999999999,0.0,10.720031316585375,200,1
peaks,1,1,-0.5999999999999999,0.008264462809917356,0.8509161930424824,200,1
peaks,1,1,-0.19999999999999996,-0.0043724844493230886,0.10102621057943605,200,1
peaks,1,1,0.20000000000000018,-0.0004489121567051897,0.026783673296245307,200,1
peaks,1,1,0.6000000000000003,0.0019644344051954793,0.009679310398076589,200,1
peaks,1,1,1.0000000000000002,0.003247307994480646,0.005642904722444525,200,1
peaks,1,1,1.4000000000000001,0.003097533902645506,0.004679266888253429,200,1
peaks,1,1,1.8,0.0012581455572056102,0.005739052853062596,200,1
peaks,1,1,2.2,-0.0025774592653649655,0.007910068537710929,200,1
peaks,1,1,2.6000000000000005,-0.009103839792893685,0.012399097570737308,200,1
peaks,1,1,3.0000000000000004,-0.020799765754922702,0.02272605863422233,200,1
peaks,1,1,3.4000000000000004,-0.04105716985276798,0.04210234958680056,200,1
peaks,1,1,3.8000000000000003,-0.0840932406246438,0.07133482649566618,200,1
peaks,1,1,4.2,-0.1603889493453154,0.12018591465722603,200,1
peaks,1,1,4.6000000000000005,-0.2649780245200093,0.22344157045553298,200,1
peaks,1,1,5.0,-0.35623486682808714,0.3362512122254449,200,1
peaks,1,1,5.4,-0.4724458204334366,0.48299990530178327,200,1
peaks,1,1,5.800000000000001,-0.5334928229665072,0.5612001442993614,200,1
peaks,1,1,6.2,-0.489841986455982,0.7877006444248968,200,1
peaks,1,1,6.6000000000000005,-0.52,1.009138132977131,200,1
peaks,1,1,7.000000000000001,-0.5686274509803921,1.3852296850919337,200,1
peaks,1,1,7.400000000000001,-0.32432432432432434,2.1636731568775214,200,1
peaks,1,1,7.800000000000001,-0.4,2.478328737946874,200,1
peaks,1,1,8.2,-0.33333333333333337,3.4331576469150726,200,1
peaks,1,1,8.600000000000001,-0.6363636363636364,2.4706962629211935,200,1
peaks,1,1,9.0,-0.6956521739130435,2.7432386376439006,200,1
peaks,1,1,9.400000000000002,-0.5555555555555556,5.3404674507567735,200,1
peaks,1,1,9.8,-0.6666666666666666,4.636763889295996,200,1
peaks,1,2,-0.9999999999999999,0.16666666666666669,10.515748110968286,200,1
peaks,1,2,-0.5999999999999999,-0.01464605370219691,0.6860750560745676,200,1
peaks,1,2,-0.19999999999999996,-0.0067425925346516055,0.09835968633376137,200,1
peaks,1,2,0.20000000000000018,-0.001377736765054252,0.023489056414522667,200,1
peaks,1,2,0.6000000000000003,0.00412078108445765,0.00945827288845284,200,1
peaks,1,2,1.0000000000000002,0.006708992082101495,0.006353571200176433,200,1
peaks,1,2,1.4000000000000001,0.006477331082989434,0.004962329052983026,200,1
peaks,1,2,1.8,0.003363303797911714,0.005608933996233043,200,1
peaks,1,2,2.2,-0.003688193580974712,0.007467250389383798,200,1
peaks,1,2,2.6000000000000005,-0.01675036711580118,0.011634460458695256,200,1
peaks,1,2,3.0000000000000004,-0.03783947515792889,0.01899256144294429,200,1
peaks,1,2,3.4000000000000004,-0.07623177429909635,0.029507943936046697,200,1
peaks,1,2,3.8000000000000003,-0.13299566684743408,0.05171386070870504,200,1
peaks,1,2,4.2,-0.20263270243347087,0.08527845702033503,200,1
peaks,1,2,4.6000000000000005,-0.27837266177539827,0.11730341040828976,200,1
peaks,1,2,5.0,-0.3153439869989166,0.16348798354992716,200,1
peaks,1,2,5.4,-0.35435025443713547,0.2377820075298168,200,1
peaks,1,2,5.800000000000001,-0.4031203879401223,0.2875461369873112,200,1
peaks,1,2,6.2,-0.38635547576301615,0.3540317523097981,200,1
peaks,1,2,6.6000000000000005,-0.39570017431725735,0.46655896519540824,200,1
peaks,1,2,7.000000000000001,-0.3940520446096655,0.6229894688711466,200,1
peaks,1,2,7.400000000000001,-0.4246196403872752,0.7453161752693571,200,1
peaks,1,2,7.800000000000001,-0.4345991561181434,0.8824515644577267,200,1
peaks,1,2,8.2,-0.3959044368600682,1.0940277326854109,200,1
peaks,1,2,8.600000000000001,-0.41791044776119407,1.3800011411218873,200,1
peaks,1,2,9.0,-0.42647058823529405,1.5518269284914163,200,1
peaks,1,2,9.400000000000002,-0.45544554455445546,2.0091774030032044,200,1
peaks,1,2,9.8,-0.513888888888889,1.9911471665074088,200,1
peaks,1,3,-0.9999999999999999,0.09999999999999999,5.3709993084554215,200,1
peaks,1,3,-0.5999999999999999,-0.03223174214606283,0.45259422062811117,200,1
peaks,1,3,-0.19999999999999996,-0.009900523868385426,0.08589184517392541,200,1
peaks,1,3,0.20000000000000018,-0.00016145671505048807,0.023019768844535826,200,1
peaks,1,3,0.6000000000000003,0.007047692065255414,0.010229081681129407,200,1
peaks,1,3,1.0000000000000002,0.010654555839814145,0.006881038472270161,200,1
peaks,1,3,1.4000000000000001,0.010637200357745432,0.0052938256293924525,200,1
peaks,1,3,1.8,0.006311627918767363,0.0057912581148333465,200,1
peaks,1,3,2.2,-0.003126206905447552,0.007325210330414013,200,1
peaks,1,3,2.6000000000000005,-0.019302896915384598,0.011125043592401213,200,1
peaks,1,3,3.0000000000000004,-0.04409692760847713,0.01574874525227498,200,1
peaks,1,3,3.4000000000000004,-0.07859817465975581,0.024726827498693867,200,1
peaks,1,3,3.8000000000000003,-0.12384285307974824,0.03786541507722741,200,1
peaks,1,3,4.2,-0.17824495784094024,0.049763045651997066,200,1
peaks,1,3,4.6000000000000005,-0.21472964911329245,0.07026149965788908,200,1
peaks,1,3,5.0,-0.2562083585705633,0.0980674568024759,200,1
peaks,1,3,5.4,-0.2692089995754917,0.13484043318688554,200,1
peaks,1,3,5.800000000000001,-0.2911613805970149,0.16716229291311308,200,1
peaks,1,3,6.2,-0.3076705616283452,0.18396339956304258,200,1
peaks,1,3,6.6000000000000005,-0.2942654448714159,0.23593008279145294,200,1
peaks,1,3,7.000000000000001,-0.3077280111394755,0.3465391294479716,200,1
peaks,1,3,7.400000000000001,-0.29615384615384616,0.3957837568257866,200,1
peaks,1,3,7.800000000000001,-0.3599033816425121,0.41344917449643004,200,1
peaks,1,3,8.2,-0.33358153387937456,0.5817768175664368,200,1
peaks,1,3,8.600000000000001,-0.289532293986637,0.7592422313357631,200,1
peaks,1,3,9.0,-0.3323262839879154,0.7993736632008616,200,1
peaks,1,3,9.400000000000002,-0.38307349665924273,0.9752392010853285,200,1
peaks,1,3,9.8,-0.3493589743589744,1.0864039685068376,200,1
peaks,1,4,-1.4,0.0,24.215324250801,200,1
peaks,1,4,-0.9999999999999999,-0.1276595744680851,3.1245808462348275,200,1
peaks,1,4,-0.5999999999999999,-0.022855606345791882,0.37465270263034406,200,1
peaks,1,4,-0.19999999999999996,-0.010679573981027023,0.07649822201856937,200,1
peaks,1,4,0.20000000000000018,8.767283420701748e-05,0.021777978642642453,200,1
