basis,noise,bin,n_seeds,realisation,sigma,sigma_signal,sigma_noise,snr,colour_limit,min,max
bnt,noisy,1,1,perm_0000,0.009091572930893374,0.002699632029978719,0.008681513995868815,0.31096327567557525,0.03224748332190648,-0.03674601944900403,0.16109422162463083
bnt,noisy,2,1,perm_0000,0.012549475717465609,0.0022121336574722223,0.012352967476065721,0.17907710529945972,0.03224748332190648,-0.05211111240333707,0.06530766116142417
bnt,noisy,3,1,perm_0000,0.01612374166095324,0.0027394535344770045,0.01588931840833963,0.1724084988465699,0.03224748332190648,-0.06684128295933398,0.07084820810045618
bnt,noisy,4,1,perm_0000,0.014321652958104635,0.00170776482959054,0.014219468440810325,0.12010046906459604,0.03224748332190648,-0.05553830052437874,0.06415132514162285
